Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments
47,10.647195234056092,8.185127697492659,4,1,7,1,0,12,8.29,3,5.356208844963814,34.7537126219152,376,0,3.1202866817946786,3.676476909230539,6.303644698230169,0,1,0,0,1,0,0,1,0,0,1,0
45,10.495548956596775,8.020878988052674,8,9,32,6,61,19,25.31,9,8.49843841493259,39.8233052443357,148,1,4.57391512817771,5.513101562446988,5.436092387288031,0,0,1,0,1,0,0,0,0,0,0,1
34,10.501753561254672,7.951067426152261,8,8,15,3,5,9,12.65,9,7.674348069525263,36.3251152610302,235,1,4.394921909003143,5.1274891599001915,5.684357545637465,1,0,0,0,0,1,0,0,1,1,0,0
24,9.63794328722126,7.2583986528516276,8,8,31,2,20,20,17.0,10,7.55034573592493,39.4405091081959,137,1,2.7146295359108956,4.0861462226075735,5.85044506698467,0,0,0,1,1,0,0,0,0,0,1,0
34,10.446852580676254,7.915951005653839,6,4,14,1,14,13,18.81,4,5.88640954033312,38.6798933726167,119,1,3.326024238668769,5.43289308508792,5.695170243308885,1,0,0,0,1,0,0,0,1,0,1,0
47,9.786242247276837,7.12470233829907,8,4,16,2,0,15,5.65,0,6.594276651486346,26.993586231845,357,0,2.9989089168934195,3.7447537055585234,5.77413410258963,0,1,0,0,1,0,0,0,1,1,0,0
20,11.059770771833165,8.56175187580696,4,1,6,1,7,12,2.42,3,6.85906910940508,34.540177673665,269,0,3.562648181828003,5.127577220376453,6.343737374873016,0,0,1,0,0,0,1,1,0,0,1,0
21,11.03080050836288,8.55016025659539,8,8,15,6,50,23,4.27,11,8.379121220234994,35.5870418096142,88,0,5.062841263570428,5.739958963257746,5.7290202869258895,0,0,1,0,0,1,0,0,0,1,0,0
39,9.746261941616885,7.223430912333822,5,7,10,1,14,8,0.96,8,6.681005232073816,30.2683024126935,354,0,2.230469545521148,4.735884788766518,5.68306963534468,0,0,1,0,0,1,0,1,0,0,1,0
38,10.518196321184968,7.8457346323795365,7,9,21,9,15,15,24.61,15,8.493334830740947,36.759998100476,90,1,6.119020894901763,5.251742067273951,5.008083736488508,1,0,0,0,0,1,0,0,0,1,0,0
24,11.407515948111863,8.928856716253602,5,7,5,3,23,17,11.25,7,6.1286361810072245,38.4579564934357,212,0,4.805696810534474,5.073902599674022,6.59668434096322,1,0,0,0,0,1,0,0,1,1,0,0
29,9.866869728924838,7.346488052717478,6,4,12,6,22,8,9.69,6,6.7854407415627795,37.5097882426967,126,0,3.954885707883375,3.8323476616396848,5.725914250383968,0,1,0,0,1,0,0,0,1,0,1,0
53,11.39435091614993,8.87340456125443,2,1,11,1,6,2,9.09,3,6.107535006030503,26.7848343529531,327,0,4.220102364038785,4.722549988469535,6.650873402875915,0,0,1,0,1,0,0,1,0,0,0,0
42,11.793793323309965,9.294465964091104,1,5,5,2,1,5,2.85,2,7.194113976159007,27.7680674521742,373,0,5.103582137239439,5.355661676706468,6.878687797750471,0,0,1,0,0,1,0,1,0,1,0,0
33,9.766869687366176,7.127564611294113,6,7,15,7,20,23,9.23,8,7.713873938201243,40.2797498281546,178,1,4.291820396599647,4.961074436643631,5.2919844209663,1,0,0,0,0,1,0,0,1,1,0,0
47,11.578434234015033,9.119596674900835,5,5,10,1,19,3,4.28,1,7.1594085387420625,26.7912193832183,220,0,4.025593786093789,6.315398571634364,6.370270358593132,1,0,0,0,1,0,0,1,0,0,1,0
20,9.848262327705129,7.1930244427096275,9,9,29,5,32,26,4.14,9,7.957642901335784,35.98468631769,23,1,3.80099827337073,4.6665716384197165,5.605557914814773,0,0,1,0,1,0,0,0,0,1,0,0
27,10.253637957888742,7.824233326644927,4,6,10,7,6,9,7.48,4,4.168988105217867,24.4152553786702,203,1,4.48448459202798,4.958359152572074,5.666618927295238,0,0,0,1,1,0,0,0,1,0,0,1
45,9.184119079049184,7.001032712338413,7,4,14,2,20,15,19.67,7,6.3681014193793,35.2769733386205,320,1,2.5935028737784416,4.682545733986888,5.628898365981432,1,0,0,0,0,0,1,0,1,1,0,0
33,9.610313426328405,7.327881551716462,1,7,6,2,13,0,0.68,9,6.412983434288206,23.8441021525662,213,0,2.874006130920646,4.133599516705569,5.805452455206457,0,0,0,1,0,0,1,1,0,1,0,0
46,11.930678499657523,9.42919848724561,3,4,9,3,9,2,6.42,2,7.094732647312286,35.9790228410962,193,0,5.757265503383612,5.486081431504703,6.831805957429471,0,0,0,0,0,0,1,1,0,0,0,0
41,9.702878799599944,7.3992273246142775,9,10,32,4,20,19,5.47,14,7.711911492248332,27.0593113782905,96,1,3.677687396947433,4.193005716137514,5.729111419488346,0,0,1,0,0,1,0,0,0,0,1,0
33,9.997195995699483,7.486276466428414,5,2,11,3,3,5,11.38,5,7.048395096781448,27.5336464747105,392,0,3.6878363586127936,4.887156466873051,5.655311738970374,0,1,0,0,1,0,0,1,0,0,1,0
21,10.568300071288801,8.066587401668802,7,3,19,3,27,19,12.83,6,7.082968296538797,29.9631000839696,282,1,4.11177648833716,4.139945404858152,6.09754947539026,0,0,0,1,1,0,0,0,1,0,1,0
31,9.931038515173412,7.549200309654685,10,7,25,5,22,15,9.25,10,7.640079902528454,30.7934160918043,191,1,4.443668588290016,4.990076919064902,5.512977394267772,0,0,0,1,1,0,0,0,0,1,0,0
